id,accession_number,accession_date,title,maker,medium,description,classification,creation_date_avg
23051,87.19.5,1987-12-16,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1975.0
23052,87.19.10,1987-12-16,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1980.0
23053,87.19.11,1987-12-16,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1981.0
23054,95.4.83,1995-03-03,Neponset Bay,Maurice Brazil Prendergast,oil on canvas,,WCMA-Prendergast,1911.5
23055,75.43.38.B,1975-01-01,Genii,Egyptian,faience,rust and gold polychrome on blue,WCMA-ANCIENT,-150.0
23056,81.13.40,1981-01-01,Blacks and Reds on Blue,Terry Frost,lithograph,,WCMA-PRINTS,1968.0
23057,82.21.4,1982-01-01,The American Dream,Robert Indiana,silkscreens,,WCMA-PRINTS,1982.0
23058,82.18.17,1982-01-01,"Untitled: mannequin (from ""If and Silk"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1971.0
23060,88.2.4.G,1988-01-01,"Study for Dishware: ""The Elements""",Ken Friedman,xerox on paper,,WCMA-PRINTS,1987.0
23061,RC.9.1,1984-01-01,Anclote Key Anchorage (from Anchorage I),Hal Stowers,hand-colored lithograph,,WCMA Reserve Collection,1984.0
23062,RC.9.2,1984-01-01,Point Ibel- Sanibel (from Anchorage I),Hal Stowers,hand-colored lithograph,,WCMA Reserve Collection,1984.0
23063,92.27.A,1992-12-21,"Black Hand - Checkered Rump, N.Y.C. - May, 1985 (from ""Social Context"")",Larry Fink,gelatin silver print,,WCMA-PHOTO,1985.0
23064,92.27.B,1992-12-21,"Man with Reefer - Nude on Wall, N.Y.C. - April, 1988 (from ""Social Context"")",Larry Fink,gelatin silver print,,WCMA-PHOTO,1988.0
23065,92.27.M,1992-12-21,"Sneer and Waitress, Los Angeles - January 1991 (from ""Social Context"")",Larry Fink,gelatin silver print,,WCMA-PHOTO,1991.0
23066,80.46.35,1980-01-01,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
23067,83.26.1,1983-01-01,A Demon Carrying a Rock on his Shoulder,Iran or Turkey,"ink with color washes on paper, heightened with gold",,WCMA-EASTERN,1649.5
23068,93.1.158,1993-01-01,Fragment of a tube (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
23071,77.52.2,1977-01-01,"Midnight + Noon II (from the portfolio ""Midnight and Noon"")",Josef Albers,lithograph on paper,,WCMA-PRINTS,1964.0
23073,87.14.26,1987-01-01,La Servante,Jean-Baptiste Le Prince,etching and aquatint on paper,,WCMA-PRINTS,1769.0
23074,88.4.5,1988-01-01,Untitled,Chen Chia-An,ink on paper,,WCMA-EASTERN,1944.0
23076,87.19.1,1987-12-16,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1972.0
23077,87.19.6,1987-12-16,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1976.0
23078,87.19.8,1987-12-16,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1980.0
23079,82.18.27,1982-01-01,"Untitled: face in shadow, curly blond hair(from ""If and Silk"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1980.0
23080,82.18.28,1982-01-01,"Untitled: face with arm holding towel over eyes (from ""If and Silk"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1980.0
23084,80.34.4,1980-01-01,Light of the World F,Robyn Denny,color screenprint on paper,,WCMA-PRINTS,1970.0
23085,49.17.114,1949-01-01,"Senator Edmunds, ""The Substitute"" of James G. Blaine In The Senate Now",Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1888.0
23086,99.1.272,1999-03-05,Functus Officio.,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1877.0
23087,89.20.16,1989-01-01,Calligraphy,Wang Chi-Yuan,ink on rice paper,,WCMA-EASTERN,1935.0
23088,92.18.A,1992-01-01,"Électricité (from ""Électricité: Dix Rayogrammes"")",MAN RAY,photogravure,,WCMA-PHOTO,1931.0
23089,60.33.B,1960-01-01,Fragment of a Textile,Coptic,textile,,WCMA-DEC ARTS,0.0
23090,60.33.C,1960-01-01,Fragment of a Textile,Coptic,textile,,WCMA-DEC ARTS,0.0
23091,60.33.L,1960-01-01,Fragment of a Textile,Coptic,textile,,WCMA-DEC ARTS,0.0
23092,78.56.19,1978-01-01,Party - New York City,Lee  Friedlander,gelatin silver print,,WCMA-PHOTO,1968.0
23094,39.1.344,1939-01-01,Pour hâter la Victoire et pour nous revoir bientôt Souscrivez!,Auguste Leroux,poster,,WCMA-PRINTS,1918.0
23095,67.10,1967-01-01,Untitled,David Smith,painted welded steel,,WCMA-SCULPTURE,1956.0
23096,81.13.39,1981-01-01,Red and Black on Green,Terry Frost,lithograph,,WCMA-PRINTS,1968.0
23097,82.21.4.D,1982-01-01,"Untitled (from ""The American Dream"")",Robert Indiana,color silkscreen on paper,,WCMA-PRINTS,1982.0
23098,82.18.18,1982-01-01,"Untitled: woman with mask, up high (from ""If and Silk"")",Ralph Gibson,gelatin silver print,,WCMA-PHOTO,1972.0
23099,64.32,1964-01-01,Adoration of the Shepherds,Joachim Antonisz Wtewael,oil on canvas,,WCMA-PAINTING,1602.0
23103,87.16.42,1987-01-01,Three faces,Wayne Wadhams,gelatin silver print,,WCMA-PHOTO,1978.0
23104,89.20.9,1989-01-01,Calligraphy,Wang Chi-Yuan,ink on rice paper mounted to silk,,WCMA-EASTERN,1935.0
23105,72.41,1972-01-01,"""Dora"" I",Auguste Herbin,gouache on paper,,WCMA-DRAWING,1956.0
23107,80.33.2,1980-01-01,B-71,Bernard Cohen,color lithograph on paper,,WCMA-PRINTS,1971.0
23108,66.22.15,1966-01-01,Orificial cicada,Chinese,jade,"triangular form, celadon with string",WCMA-EASTERN,1015.0
23110,82.21.6.B,1982-01-01,"Untitled (from ""The Gates to Times Square"")",CHRYSSA,color silkscreen on paper,,WCMA-PRINTS,1957.5
23111,62.41.12,1962-01-01,"Animal Locomotion, Plate #356",Eadweard Muybridge,collotype,,WCMA-PHOTO,1887.0
23113,79.75.50,1979-01-01,Pot Sherd,Greek,ceramic,,WCMA-ANCIENT,0.0
23114,79.75.49,1979-01-01,Pot Sherd,Greek,ceramic,,WCMA-ANCIENT,0.0
23115,80.34.3,1980-01-01,Light of the World H,Robyn Denny,color screenprint on paper,,WCMA-PRINTS,1970.0
23117,88.2.4.H,1988-01-01,"Study for Dishware: ""The Elements""",Ken Friedman,xerox on paper,,WCMA-PRINTS,1987.0
23118,RC.9.4,1984-01-01,Big Spanish Channel-- The Keys (from Anchorage I),Hal Stowers,hand-colored lithograph,,WCMA Reserve Collection,1984.0
23119,49.17.104.B,1949-01-01,"The Political ""Pull"" Now Pulled Up",Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1896.0
23120,93.1.134.B,1993-01-01,Arrowhead,Anonymous,bronze,,WCMA-ANCIENT,0.0
23121,1887.1.47,1887-01-01,Lekythos,Greek,terracotta,yellow-pink clay with two dark brown bands encircling body at shoulder,WCMA-ANCIENT,-600.0
23122,92.27.I,1992-12-21,"Trixies, N.Y.C. - Woman Dancing for Small Crowd - May, 1990 (from ""Social Context"")",Larry Fink,gelatin silver print,,WCMA-PHOTO,1990.0
23125,75.26,1975-01-01,Conversation in the Café,Jean-Louis Forain,brush and ink on paper,possibly mechanically reproduced,WCMA-DRAWING,1891.5
23126,RC.33.4,1994-01-01,Untitled (Cross-section of a building),Brundage,painting,,WCMA Reserve Collection,0.0
23128,83.19.I,1983-01-01,"Untitled (from ""TOD: Cage without bars"")",Julian Schnabel,aquatint and etching on paper,,WCMA-PRINTS,1983.0
23129,76.37.6,1976-01-01,Triple-coil bracelet,Macedonia,bronze,,WCMA-ANCIENT,-500.0
23130,79.75.74,1979-01-01,Pot Sherd,Greek,ceramic,,WCMA-ANCIENT,0.0
23131,96.35.8,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
23132,81.13.19,1981-01-01,Spider Plant,Patrick Caulfield,screenprint,,WCMA-PRINTS,1973.0
23133,88.6.10,1988-01-01,"Horse brass, Gipsy and Romany type",British,brass,,WCMA-DEC ARTS,1875.0
23135,74.7.G,1974-01-01,"Vibrations (from ""Earth Projects"")",Robert Morris,color lithograph,,WCMA-PRINTS,1969.0
23137,95.4.63.A,1995-03-03,Decorative Valance,Charles Prendergast,"gessoed, gilt, painted wood",,WCMA-Prendergast,1905.5
23138,52.7.33,1952-01-01,At The Cross Roads,John Harmon Cassel,crayon and ink on board,,WCMA-DRAWING,1918.0
23139,82.21.3.B,1982-01-01,Still Space Nightlight Milkyway Center by Earth Hour,Charles Ross,color silkscreen on paper,,WCMA-PRINTS,1980.0
23141,37.2.55,1937-01-01,Landscape with Boat,Arthur Evershed,etching on paper,,WCMA-PRINTS,1877.5
23142,94.28.K,1994-12-25,"Subway, New York, 1938 (from ""Walker Evans I"")",Walker Evans,black and white photograph,,WCMA-PHOTO,1977.0
23143,48.2.4.H,1948-01-01,King's Rose China Plate,British,porcelain,rose china,WCMA-DEC ARTS,0.0
23144,84.30.H,1984-01-01,"St. Bart's French West Indies (from ""Color Nature Landscapes I"")",Ralph Gibson,Cibachrome,,WCMA-PHOTO,1983.0
23147,80.46.8,1980-01-01,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,duplicate photographic print,,WCMA-PHOTO,1974.0
23148,77.63.6,1977-01-01,Griffin Protome Hoop Earrings,Greek,gold and garnets? (red stones),,WCMA-ANCIENT,-350.0
23149,92.27.L,1992-12-21,"Glass over Face - France - July, 1988 (from ""Social Context"")",Larry Fink,gelatin silver print,,WCMA-PHOTO,1988.0
23150,79.53.G,1979-01-01,"World Ruin Through Black Magic (from ""Struggle in the West: The Bombing of London"")",Ronald B. Kitaj,color screenprint on paper,,WCMA-PRINTS,1968.0
23151,81.46.4,1981-01-01,Embossed Linear Constructions 1-A,Josef Albers,embossed print,,WCMA-PRINTS,1969.0
23152,81.46.11,1981-01-01,Embossed Linear Construction 2-D,Josef Albers,embossed print,,WCMA-PRINTS,1969.0
23154,82.21.6.G,1982-01-01,"Untitled (from ""The Gates to Times Square"")",CHRYSSA,color silkscreen on paper,,WCMA-PRINTS,1957.5
23155,82.21.6.H,1982-01-01,"Untitled (from ""The Gates to Times Square"")",CHRYSSA,color silkscreen on paper,,WCMA-PRINTS,1957.5
23157,80.25.3.B,1980-01-01,"Untitled (from ""The Domestic Life of the Rainbow"")",Patrick Hughes,color silkscreen on paper,,WCMA-PRINTS,1979.0
23161,99.1.265,1999-03-05,A Warning Light.,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1881.0
23164,59.21.10.D,1959-01-01,Wedjat Eye Amulet,Egyptian,faience,glazed,WCMA-ANCIENT,0.0
23166,85.2.2,1985-01-01,La Rixe,Charles Melchior Descourtis,handcolored aquatint and etching on paper,,WCMA-PRINTS,1786.5
23167,73.28,1973-01-01,Untitled,Joseph Cornell,paper collage on masonite,,WCMA-DRAWING,1965.0
23168,99.1.171,1999-03-05,No Rest for the Wicked--Sentenced to More Hard Labor.,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1876.0
23169,79.53.F,1979-01-01,"On the Safeguarding of Life in Theatres (from ""Struggle in the West: The Bombing of London"")",Ronald B. Kitaj,color screenprint on paper,,WCMA-PRINTS,1968.0
23170,79.53,1979-01-01,Struggle in the West: The Bombing of London,Ronald B. Kitaj,7 prints,see individual screens 79.53.A-G,WCMA-PRINTS,1955.5
23171,79.53.A,1979-01-01,"Horizon/Blitz (from ""Struggle in the West: The Bombing of London"")",Ronald B. Kitaj,color screenprint on paper,,WCMA-PRINTS,1968.0
23173,88.2.4.C,1988-01-01,"Study for Dishware: ""The Elements""",Ken Friedman,xerox on paper,,WCMA-PRINTS,1987.0
23174,88.2.4.I,1988-01-01,Study for Geometer's Chess,Ken Friedman,xerox on paper,,WCMA-PRINTS,1987.0
23175,RC.9.3,1984-01-01,Little Shark River- Everglades (from Anchorage I),Hal Stowers,hand-colored lithograph,,WCMA Reserve Collection,1984.0
23176,1887.1.33,1887-01-01,Stirrup-spout bottle,Peruvian,clay,black,WCMA-AMERINDIAN,250.0
23177,93.1.171.D,1993-01-01,Oil lamp with animal motif,Roman,terracotta,buff with red glaze,WCMA-ANCIENT,100.5
23178,92.27.D,1992-12-21,"Wedding - Long Central Neck, N.Y.C. - December 1988 (from ""Social Context"")",Larry Fink,gelatin silver print,,WCMA-PHOTO,1988.0
23179,92.27.N,1992-12-21,"False Men and their Makers, Studio 54 - May, 1977 (from ""Social Context"")",Larry Fink,gelatin silver print,,WCMA-PHOTO,1977.0
23180,77.1,1977-01-01,Study for a Building with Footholds for Climbing the Walls: Isometric Section,Alice Aycock,graphite on paper,,WCMA-DRAWING,1975.0
23182,79.53.C,1979-01-01,"Untitled (from ""Struggle in the West: The Bombing of London"")",Ronald B. Kitaj,color screenprint on paper,,WCMA-PRINTS,1968.0
23184,92.5.30.H,1992-01-01,A Coring Machine at Work on a Big Gun Tube,David Muirhead Bone,print,,WCMA-PRINTS,1917.0
23185,82.22.30,1982-01-01,Portrait of Kathryn Hurd,James Campbell Phillips,oil on canvas,,WCMA-PAINTING,1910.5
23186,81.1.14,1981-01-01,Lonnie Telling Stories: Farming It                                                                      Shooting a Deer,Neil Rappaport,photographs mounted as a pair,,WCMA-PHOTO,1961.5
23187,52.7.9,1952-01-01,"Not 3,000 Miles Away!",John Harmon Cassel,crayon and ink on board,,WCMA-DRAWING,1918.0
23189,79.48.C,1979-01-01,"Untitled (from ""Album"")",Allen Jones,color lithograph on paper,,WCMA-PRINTS,1971.0
23190,70.8,1970-01-01,Title : street scene,Albert Charles Lebourg,watercolor on paper,,WCMA-DRAWING,1898.5
23191,39.4.4,1939-01-01,Side Chair,American,wood | upholstery,yellow upholstery with floral motif,WCMA-DEC ARTS,1905.0
23192,39.4.5,1939-01-01,Side Chair,American,wood,,WCMA-DEC ARTS,1892.5
23193,79.61.E,1979-01-01,"Untitled (from ""2 x 5 Trophies"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
23194,79.61.H,1979-01-01,"Untitled (from ""2 x 5 Trophies"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
23195,53.27.A,1953-01-01,St. Fabian,Anonymous (Spanish),oil on panel | gilt,,WCMA-PAINTING,1482.5
23196,93.1.144.D,1993-01-01,Needle (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
23197,81.13.20,1981-01-01,Les Savis de l'atelier,Pierre Celice,color lithograph on paper,,WCMA-PRINTS,1968.0
23198,82.22.49,1982-01-01,Girl in a boat,Evelyn Elkus,oil on canvas,,WCMA-PAINTING,1874.5
25932,M.2008.23,2008-12-17,Nocturne,James Abbott McNeill Whistler,drypoint in brown ink on toned laid paper,,WCMA-PRINTS,1879.5
25935,M.2008.22,2008-12-17,View at Ostend,Joseph Cornell,mixed media collage,,WCMA-DRAWING,1965.0
25936,M.2008.24,2008-12-15,"Abdullahi Mohammed with Mainasara, Lagos, Nigeria (from the series ""The Hyena and Other Men"")",Pieter Hugo,Digital C-Print,,WCMA-PHOTO,2007.0
25937,M.2008.7.2.G,2008-03-03,"Study for ""The Vase""",Will Barnet,charcoal and carbon pencil on vellum,,WCMA-DRAWING,1993.0
25938,M.2008.7.2.H,2008-03-03,"Study for ""The Vase""",Will Barnet,charcoal and carbon pencil on vellum,,WCMA-DRAWING,1993.0
25939,73.61.G,1973,Triptypch,Byzantine,wood with polychrome and gilt,,WCMA-PAINTING,0.0
26001,61.7.FRAME,1961,"Outer frame for ""Niagara Falls"" (reunited with painting in 2009)",William Morris Hunt,gilt frame,reunited with painting in 2009 - for CURRENT LOCN SEE PTG,EXH-Furniture,0.0
26147,RC.77,2009-05-19,"Portrait of S. Lane Faison, Jr. (around the age of 85)",Edward A. Scofield,oil on canvas,,WCMA Reserve Collection,2008.0
26206,M.2011.9.1,2011-05-05,Untitled,Ana Mendieta,color photograph,North Shore of Long Island,WCMA-PHOTO,1990.0
26207,M.2011.9.2,2011-05-05,Untitled,Ana Mendieta,color photograph,North Shore of Long Island,WCMA-PHOTO,1990.0
26208,M.2011.9.3,2011-05-05,Untitled,Ana Mendieta,color photograph,North Shore of Long Island,WCMA-PHOTO,1990.0
26209,M.2011.9.4,2011-05-05,Untitled,Ana Mendieta,color photograph,North Shore of Long Island,WCMA-PHOTO,1990.0
26210,M.2011.9.5,2011-05-05,Untitled,Ana Mendieta,color photograph,North Shore of Long Island,WCMA-PHOTO,1990.0
26211,M.2011.9.6,2011-05-05,Untitled,Ana Mendieta,color photograph,North Shore of Long Island,WCMA-PHOTO,1990.0
26212,M.2009.1,2009-05-19,Rapids Above Niagara Falls,William Morris Hunt,pastel on paper on board,,WCMA-DRAWING,1878.0
26217,A.1.46,1994-04-08,"Photograph of Maurice Prendergast, ca. 1875",Anonymous,photograph,,WCMA-Prendergast,1875.0
26218,A.1.47,1994-04-08,Photograph of Charles Prendergast,Anonymous,photograph,,WCMA-Prendergast,1911.5
26220,A.1.49,1994-04-08,Photograph of Maurice Prendergast,Anonymous,photograph,,WCMA-Prendergast,1911.0
26222,A.1.51,1994-04-08,Photograph of Maurice Prendergast,Anonymous,photograph,,WCMA-Prendergast,1892.5
26223,A.1.52,1994-04-08,"Photograph of Maurice Prendergast, ca. 1900",Anonymous,photograph,,WCMA-Prendergast,1900.0
26224,A.1.53,1994-04-08,Photograph of Maurice Prendergast Standing on Ship Deck,Anonymous,photograph,,WCMA-Prendergast,1898.0
26225,A.1.54,1994-04-08,The Gentle Art of Making Enemies,James Abbott McNeill Whistler,book,Maurice Prendergast's copy,WCMA-Prendergast,1890.0
26226,A.1.55,1994-04-08,"Exhibition of Water Colors and Monotypes in Color by Maurice B. Prendergast, New York: Gallery of William MacBeth",Maurice Brazil Prendergast,catalogue,Title page of MacBeth exhibition catalogue with sketch by Maurice Prendergast.,WCMA-Prendergast,1900.0
26227,A.1.56,1994-04-08,Photograph: Feeding the Pigeons in front of the Ducal Palace,Anonymous,photograph,,WCMA-Prendergast,1897.0
26228,A.1.57,1994-04-08,"Canal Scene, Venice",Anonymous,photograph,,WCMA-Prendergast,1903.0
26229,A.1.58,1994-04-08,St. Mark's Square with Pigeons,"Stengel & Co. Editore, Dresda e Berlino (Dresden and Berlin)",collotype (photolithograph),"Presda-Berline 1897, Stengel & Co. No. 11557",WCMA-Prendergast,1897.0
26230,A.1.59,1994-04-08,"Leipzig (Karl Baedeker), Italy from the Alps to Naples",Karl Baedeker,book,book in storage slipcase,WCMA-Prendergast,1909.0
26231,A.1.60,1994-04-08,"Italy: Handbook for Travellers, Northern Italy: Leipzig (Karl Baedeker)",Karl Baedeker,book,book in storage slipcase,WCMA-Prendergast,1895.0
26232,A.1.61,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,,WCMA-Prendergast,1911.0
26233,A.1.62,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"Double sided letter with embossed letterhead from Cosmopolitan Hospital, Venice.",WCMA-Prendergast,1911.0
26234,A.1.63,2009-04-17,Fragments of letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,double sided letter,,WCMA-Prendergast,1911.0
26235,A.1.64,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,"two page, double sided letter with envelope (A.1.64.A-B)","Two page, double sided letter and envelope with embossed letterhead from Cosmopolitan Hospital",WCMA-Prendergast,1911.0
26236,A.1.65,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"2 page, double sided letter with embossed letterhead fom Cosmopolitan Hospital",WCMA-Prendergast,1911.0
26237,A.1.66,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,Double sided letter with embossed letterhead from Cosmopolitan Hospital,WCMA-Prendergast,1911.0
26238,A.1.67,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"2 page, double sided letter on Cosmopolitan Hospital Letterhead",WCMA-Prendergast,1911.0
26239,A.1.68,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,"2 page, double sided letter, plus envelope","Letterhead ""Gran Caffe Orientale""",WCMA-Prendergast,1911.0
26240,A.1.69,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"Double sided letter from Cosmopolitan Hospital, Venice",WCMA-Prendergast,1911.0
26241,A.1.70,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"two page, double sided letter and envelope from Cosmopolitan Hospital, Venice",WCMA-Prendergast,1911.0
26242,A.1.71,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"double sided letter on letterhead of ""Gran Caffe Orientale""",WCMA-Prendergast,1911.0
26243,A.1.72,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"2 page, double sided letter and envelope from Casa Festari",WCMA-Prendergast,1911.0
26244,A.1.73,2009-04-17,Letter from Maurice Brazil Prendergast to Charles Prendergast from Venice,Maurice Brazil Prendergast,paper,"two page, double sided letter",WCMA-Prendergast,1911.0
26288,M.2009.9,2009-11-24,Untitled,Tao Ho,watercolor on paper,,WCMA-EASTERN,1958.0
26300,A.1.60.A,1994-04-08,"Map of Italy from Italy: Handbook for Travellers, Northern Italy: Leipzig (Karl Baedeker)",Karl Baedeker,facsimile book page,,WCMA-Prendergast,1895.0
26301,A.1.78,2009-06-17,"Flags of the World, London (Frederick Warne and Co.), Plate 30",W. J. Gordon,book,book,WCMA-Prendergast,1915.0
26303,M.2009.2,2009-03-14,Infinity Kisses - The Movie,Carolee Schneemann,HDCAMNTSC videotape,master video,WCMA-PHOTO,2008.0
26330,86.18.68.FRAME.A,1986,"Frame for ""Siena, 1899""",Charles Prendergast,carved gilt frame,,WCMA-Prendergast,1905.5
26331,86.18.73.FRAME,1986,"Frame for ""Capri, ca. 1898-1899""",Charles Prendergast,carved gilt frame,,WCMA-Prendergast,1898.5
26338,M.2009.2.DVD,2009-03-14,Infinity Kisses - The Movie,Carolee Schneemann,BLU-RAY disc,exhibition copy disc,WCMA-PHOTO,2008.0
26339,M.2009.4.1,2009-05-19,"Picnic at Hartebeespoort Dam on New Year's Day, Transvaal (North-West Province)",David Goldblatt,silver gelatin print on fibre paper,,WCMA-PHOTO,1965.0
26340,M.2009.4.2,2009-05-19,"Picnic at Hartebeespoort Dam on New Year's Day, Transvaal (North-West Province)",David Goldblatt,silver gelatin print on fibre paper,,WCMA-PHOTO,1965.0
26346,M.2009.2.DVD2,2009-03-14,Infinity Kisses - The Movie,Carolee Schneemann,DVD - exhibition loop copy,,WCMA-PHOTO,2008.0
26347,M.2009.6,2009-11-24,Girl and Boy,Diem Chau,craved crayons and wood base,,WCMA-SCULPTURE,2009.0
26466,M.2009.11.1,2009-11-24,Sistrum (rattle),Bamana Cultural Group,carved and painted wood,,WCMA-AFRICAN,1945.0
26467,M.2009.11.2,2009-11-24,Sistrum (rattle),Bamana Cultural Group,carved and painted wood,,WCMA-AFRICAN,1945.0
26468,M.2009.11.3,2009-11-24,Sistrum (rattle),Bamana Cultural Group,patinated wood,,WCMA-AFRICAN,1945.0
26469,M.2009.11.4,2009-11-24,Sistrum (rattle),Bamana Cultural Group,patinated wood,,WCMA-AFRICAN,1945.0
26470,M.2009.13.1,2009-11-24,"Black Man, White Man, Times Square",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1956.0
26471,M.2009.13.2,2009-12-24,"Carousel, New Orleans",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1952.0
26472,M.2009.13.3,2009-11-24,Christmas Star,Frank Paulin,vintage gelatin silver print,,WCMA-PHOTO,1955.0
26473,M.2009.13.4,2009-11-24,"Easter on Fifth Avenue, New York",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1956.0
26474,M.2009.13.5,2009-11-24,"Gas Mask, Lower East Side",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1956.0
26475,M.2009.13.6,2009-11-24,"Girl Playing Ball, Seville, Spain",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1960.0
26476,M.2009.13.7,2009-11-24,"Grant's Bar, New York",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1956.0
26477,M.2009.13.8,2009-11-24,"Man in Donut Shop, New Orleans",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1951.0
26478,M.2009.13.9,2009-11-24,"New York (Coney Island, Back of Couple)",Frank Paulin,gelatin silver print,,WCMA-PHOTO,1958.0
26479,M.2009.13.10,2009-11-24,"Statues in Cemetery, New Orleans",Frank Paulin,vintage gelatin silver print,,WCMA-PHOTO,1952.0
26480,M.2009.12.A,2009-11-24,"Boy with Lasso (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1991.0
26481,M.2009.12.B,2009-11-24,"Boy and Baby (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1987.0
26482,M.2009.12.C,2009-11-24,"Two Boys Praying in the Road (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1990.0
26483,M.2009.12.D,2009-11-24,"Roy Cohn with American Flag (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1986.0
26484,M.2009.12.E,2009-11-24,"Biker with Jesus T-Shirt (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1988.0
26485,M.2009.12.F,2009-11-24,"Old Women in Black, Las Vegas (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1991.0
26486,M.2009.12.G,2009-11-24,"Two Girls in Dresses on Lawn, Miami (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1986.0
26487,M.2009.12.H,2009-11-24,"Girls on Motorcycle (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1988.0
26488,M.2009.12.I,2009-11-24,"Three Girls in Plaid (from ""In America"")",Mary Ellen Mark,gelatin silver print,,WCMA-PHOTO,1986.0
26490,RC.80,2009-12-16,"Freedom of Speech, 1990",Faith Ringgold,poster,,WCMA Reserve Collection,2002.0
26494,M.2009.5,2009-10-07,Cadillac Motel,Alec Soth,chromogenic print,,WCMA-PHOTO,2005.0
26510,RC.79.1,2009-12-16,Stages of LIfe,Anna Kronick,cut silkscreen paper,,WCMA Reserve Collection,2007.0
26515,M.2009.15.1,2009-12-16,Mbulu-Ngulu (Reliquary Guardian Figure),Kota People,brass and copper on wood,"With open angular form surmounted by a head with concave oval face, large side and crown projections, brass sheeting, radiating copper strips, and a fine patina",WCMA-AFRICAN,1912.5
26516,M.2009.15.2,2009-12-16,Divination Figure (?),probably Mende People,wood,"With mound base, hands to the thighs, neck rolls, carved chest area, narrow eyes, linear carved vertical coiffure, black pigment and a fine patina",WCMA-AFRICAN,1924.5
26517,M.2009.15.3,2009-12-16,Pwo Mask (representing a female Ancestor),Chokwe People,"wood, rope, twine","With carved teeth, cheek and forehead scarifications, attached netting and braided fiber coiffure with pigment, darkened surface, and a fine patina",WCMA-AFRICAN,1949.5
